#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2018-01-01 00:00:00+00:00 2018-01-04 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,feel,metar
FZY,2018-01-01 00:59,-76.3847,43.3497,0.00,-4.00,82.73,100.00,3.00,T,30.36,M,2.50,M,OVC,M,M,M,1500.00,M,M,M,-SN BR,M,M,M,-7.89,KFZY 010059Z AUTO 10003KT 2 1/2SM -SN BR OVC015 M18/M20 A3036 RMK AO2 P0000 T11781200
IAG,2018-01-01 01:00,-78.9462,43.1073,M,M,M,260.00,8.00,M,30.39,M,9.00,M,BKN,OVC,M,M,3300.00,4400.00,M,M,M,M,M,M,M,KIAG 010100Z AUTO 26008KT 9SM BKN033 OVC044 M14/M19 A3039 RMK T11401190 MADISHF
FZY,2018-01-01 01:00,-76.3847,43.3497,M,M,M,100.00,3.00,M,30.36,M,2.50,M,OVC,M,M,M,1500.00,M,M,M,-SN BR,M,M,M,M,KFZY 010100Z AUTO 10003KT 2 1/2SM -SN BR OVC015 M18/M20 A3036 RMK T11801200 MADISHF
ROC,2018-01-01 01:00,-77.6767,43.1167,M,M,M,260.00,6.00,M,30.38,M,2.50,M,BKN,OVC,M,M,2300.00,4600.00,M,M,-SN BR,M,M,M,M,KROC 010100Z AUTO 26006KT 2 1/2SM -SN BR BKN023 OVC046 M14/M16 A3038 RMK T11401160 MADISHF
BUF,2018-01-01 01:00,-78.7358,42.9408,M,M,M,250.00,5.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010100Z AUTO 25005KT 10SM CLR M16/M19 A3039 RMK T11601190 MADISHF
DSV,2018-01-01 01:00,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 010100Z AUTO 00000KT 10SM CLR M18/M21 A3038 RMK T11801210 MADISHF
DKK,2018-01-01 01:00,-79.2720,42.4933,M,M,M,320.00,11.00,M,30.40,M,10.00,M,SCT,OVC,M,M,2700.00,3500.00,M,M,M,M,M,M,M,KDKK 010100Z AUTO 32011KT 10SM SCT027 OVC035 M12/M17 A3040 RMK T11201170 MADISHF
ART,2018-01-01 01:00,-76.0262,43.9888,M,M,M,110.00,3.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010100Z AUTO 11003KT 10SM CLR A3039 RMK MADISHF
ROC,2018-01-01 01:01,-77.6767,43.1167,6.10,3.00,86.74,260.00,6.00,T,30.38,M,2.50,M,BKN,OVC,M,M,2300.00,4600.00,M,M,-SN BR,M,M,M,-5.66,KROC 010101Z 26006KT 2 1/2SM -SN BR BKN023 OVC046 M14/M16 A3038 RMK AO2 P0000 T11441161 $
ART,2018-01-01 01:05,-76.0262,43.9888,M,M,M,100.00,3.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010105Z AUTO 10003KT 10SM CLR A3039 RMK MADISHF
IAG,2018-01-01 01:05,-78.9462,43.1073,M,M,M,250.00,7.00,M,30.39,M,9.00,M,BKN,BKN,M,M,3300.00,4400.00,M,M,M,M,M,M,M,KIAG 010105Z AUTO 25007KT 9SM BKN033 BKN044 M14/M19 A3039 RMK T11401190 MADISHF
ROC,2018-01-01 01:05,-77.6767,43.1167,M,M,M,260.00,6.00,0.01,30.38,M,2.50,M,BKN,OVC,M,M,2300.00,4600.00,M,M,-SN BR,M,M,M,M,KROC 010105Z AUTO 26006KT 2 1/2SM -SN BR BKN023 OVC046 M14/M16 A3038 RMK P0001 T11401160 MADISHF
DSV,2018-01-01 01:05,-77.7130,42.5709,M,M,M,170.00,3.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 010105Z AUTO 17003KT 10SM CLR M18/M21 A3038 RMK T11801210 MADISHF
FZY,2018-01-01 01:05,-76.3847,43.3497,M,M,M,100.00,3.00,M,30.36,M,2.50,M,BKN,OVC,M,M,1699.00,2200.00,M,M,-SN BR,M,M,M,M,KFZY 010105Z AUTO 10003KT 2 1/2SM -SN BR BKN016 OVC022 M18/M19 A3036 RMK T11801190 MADISHF
BUF,2018-01-01 01:05,-78.7358,42.9408,M,M,M,250.00,5.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010105Z AUTO 25005KT 10SM CLR M16/M19 A3039 RMK T11601190 MADISHF
DKK,2018-01-01 01:05,-79.2720,42.4933,M,M,M,330.00,8.00,M,30.40,M,10.00,M,BKN,OVC,M,M,2900.00,3500.00,M,M,M,M,M,M,M,KDKK 010105Z AUTO 33008KT 10SM BKN029 OVC035 M12/M17 A3040 RMK T11201170 MADISHF
DKK,2018-01-01 01:07,-79.2720,42.4933,10.90,1.90,66.41,330.00,9.00,0.00,30.40,M,10.00,M,BKN,OVC,M,M,2900.00,3500.00,M,M,M,M,M,M,-2.72,KDKK 010107Z AUTO 33009KT 10SM BKN029 OVC035 M12/M17 A3040 RMK AO2 T11171167
DSV,2018-01-01 01:10,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 010110Z AUTO 00000KT 10SM CLR M18/M21 A3038 RMK T11801210 MADISHF
DKK,2018-01-01 01:10,-79.2720,42.4933,M,M,M,320.00,9.00,M,30.40,M,10.00,M,BKN,OVC,M,M,2900.00,3600.00,M,M,M,M,M,M,M,KDKK 010110Z AUTO 32009KT 10SM BKN029 OVC036 M12/M17 A3040 RMK T11201170 MADISHF
IAG,2018-01-01 01:10,-78.9462,43.1073,M,M,M,260.00,8.00,M,30.39,M,10.00,M,SCT,BKN,M,M,3300.00,4400.00,M,M,M,M,M,M,M,KIAG 010110Z AUTO 26008KT 10SM SCT033 BKN044 M16/M21 A3039 RMK T11601210 MADISHF
BUF,2018-01-01 01:10,-78.7358,42.9408,M,M,M,240.00,5.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010110Z AUTO 24005KT 10SM CLR M16/M19 A3039 RMK T11601190 MADISHF
ROC,2018-01-01 01:10,-77.6767,43.1167,M,M,M,260.00,6.00,0.01,30.38,M,2.00,M,OVC,M,M,M,2300.00,M,M,M,-SN BR,M,M,M,M,KROC 010110Z AUTO 26006KT 2SM -SN BR OVC023 M14/M16 A3038 RMK P0001 T11401160 MADISHF
FZY,2018-01-01 01:14,-76.3847,43.3497,0.00,-2.90,87.19,110.00,3.00,T,30.36,M,3.00,M,OVC,M,M,M,1900.00,M,M,M,-SN BR,M,M,M,-7.89,KFZY 010114Z AUTO 11003KT 3SM -SN BR OVC019 M18/M19 A3036 RMK AO2 P0000 T11781194
DKK,2018-01-01 01:15,-79.2720,42.4933,M,M,M,320.00,9.00,M,30.40,M,10.00,14.00,BKN,OVC,M,M,2900.00,3600.00,M,M,M,M,M,M,M,KDKK 010115Z AUTO 32009G14KT 10SM BKN029 OVC036 M12/M17 A3040 RMK T11201170 MADISHF
FZY,2018-01-01 01:15,-76.3847,43.3497,M,M,M,110.00,3.00,M,30.36,M,3.50,M,OVC,M,M,M,1900.00,M,M,M,-SN BR,M,M,M,M,KFZY 010115Z AUTO 11003KT 3SM -SN BR OVC019 M18/M20 A3036 RMK T11801200 MADISHF
ART,2018-01-01 01:15,-76.0262,43.9888,M,M,M,70.00,3.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010115Z AUTO 07003KT 10SM CLR A3039 RMK VRB03KT  MADISHF
ROC,2018-01-01 01:15,-77.6767,43.1167,M,M,M,260.00,6.00,0.01,30.38,M,2.00,M,OVC,M,M,M,2300.00,M,M,M,-SN BR,M,M,M,M,KROC 010115Z AUTO 26006KT 2SM -SN BR OVC023 M14/M16 A3038 RMK P0001 T11401160 MADISHF
DSV,2018-01-01 01:15,-77.7130,42.5709,M,M,M,150.00,3.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 010115Z AUTO 15003KT 10SM CLR M19/M22 A3038 RMK T11901220 MADISHF
BUF,2018-01-01 01:15,-78.7358,42.9408,M,M,M,240.00,5.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010115Z AUTO 24005KT 10SM CLR M16/M19 A3039 RMK T11601190 MADISHF
IAG,2018-01-01 01:15,-78.9462,43.1073,M,M,M,260.00,9.00,M,30.39,M,10.00,M,SCT,SCT,M,M,3300.00,4400.00,M,M,M,M,M,M,M,KIAG 010115Z AUTO 26009KT 10SM SCT033 SCT044 M16/M21 A3039 RMK T11601210 MADISHF
SDC,2018-01-01 01:15,-77.1195,43.2346,8.60,5.00,84.93,260.00,4.00,0.00,30.38,M,1.25,M,BKN,BKN,OVC,M,600.00,1000.00,1800.00,M,-SN,M,M,M,0.09,KSDC 010115Z AUTO 26004KT 1 1/4SM -SN BKN006 BKN010 OVC018 M13/M15 A3038 RMK AO2
FZY,2018-01-01 01:20,-76.3847,43.3497,M,M,M,0.00,0.00,M,30.36,M,4.00,M,OVC,M,M,M,1900.00,M,M,M,-SN BR,M,M,M,M,KFZY 010120Z AUTO 00000KT 4SM -SN BR OVC019 M18/M20 A3036 RMK T11801200 MADISHF
DSV,2018-01-01 01:20,-77.7130,42.5709,M,M,M,150.00,3.00,M,30.37,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 010120Z AUTO 15003KT 10SM CLR M19/M22 A3037 RMK T11901220 MADISHF
BUF,2018-01-01 01:20,-78.7358,42.9408,M,M,M,250.00,5.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010120Z AUTO 25005KT 10SM CLR M16/M19 A3039 RMK T11601190 MADISHF
DKK,2018-01-01 01:20,-79.2720,42.4933,M,M,M,320.00,9.00,M,30.40,M,10.00,14.00,BKN,OVC,M,M,2900.00,3500.00,M,M,M,M,M,M,M,KDKK 010120Z AUTO 32009G14KT 10SM BKN029 OVC035 M12/M17 A3040 RMK T11201170 MADISHF
IAG,2018-01-01 01:20,-78.9462,43.1073,M,M,M,250.00,8.00,M,30.39,M,10.00,M,SCT,SCT,M,M,3300.00,4300.00,M,M,M,M,M,M,M,KIAG 010120Z AUTO 25008KT 10SM SCT033 SCT043 M16/M21 A3039 RMK T11601210 MADISHF
ART,2018-01-01 01:20,-76.0262,43.9888,M,M,M,80.00,4.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010120Z AUTO 08004KT 10SM CLR A3039 RMK MADISHF
ROC,2018-01-01 01:20,-77.6767,43.1167,M,M,M,260.00,7.00,0.01,30.38,M,1.75,M,OVC,M,M,M,2300.00,M,M,M,-SN BR,M,M,M,M,KROC 010120Z AUTO 26007KT 2SM -SN BR OVC023 M14/M16 A3038 RMK P0001 T11401160 MADISHF
ROC,2018-01-01 01:23,-77.6767,43.1167,6.10,3.00,86.74,260.00,7.00,0.01,30.38,M,1.50,M,OVC,M,M,M,2100.00,M,M,M,-SN BR,M,M,M,-6.79,KROC 010123Z 26007KT 1 1/2SM -SN BR OVC021 M14/M16 A3038 RMK AO2 P0001 T11441161 $
ART,2018-01-01 01:25,-76.0262,43.9888,M,M,M,100.00,4.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010125Z AUTO 10004KT 10SM CLR A3039 RMK MADISHF
DSV,2018-01-01 01:25,-77.7130,42.5709,M,M,M,150.00,3.00,M,30.37,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 010125Z AUTO 15003KT 10SM CLR M18/M22 A3037 RMK T11801220 MADISHF
DKK,2018-01-01 01:25,-79.2720,42.4933,M,M,M,320.00,12.00,M,30.40,M,10.00,M,BKN,OVC,M,M,3000.00,3600.00,M,M,M,M,M,M,M,KDKK 010125Z AUTO 32012KT 10SM BKN030 OVC036 M12/M17 A3040 RMK T11201170 MADISHF
FZY,2018-01-01 01:25,-76.3847,43.3497,M,M,M,0.00,0.00,M,30.36,M,3.50,M,OVC,M,M,M,1900.00,M,M,M,-SN BR,M,M,M,M,KFZY 010125Z AUTO 00000KT 3SM -SN BR OVC019 M18/M19 A3036 RMK T11801190 MADISHF
BUF,2018-01-01 01:25,-78.7358,42.9408,M,M,M,250.00,4.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010125Z AUTO 25004KT 10SM CLR M16/M19 A3038 RMK T11601190 MADISHF
IAG,2018-01-01 01:25,-78.9462,43.1073,M,M,M,250.00,9.00,M,30.39,M,10.00,M,SCT,M,M,M,3600.00,M,M,M,M,M,M,M,M,KIAG 010125Z AUTO 25009KT 10SM SCT036 M15/M20 A3039 RMK T11501200 MADISHF
ROC,2018-01-01 01:25,-77.6767,43.1167,M,M,M,260.00,7.00,0.01,30.38,M,1.50,M,OVC,M,M,M,1900.00,M,M,M,-SN BR,M,M,M,M,KROC 010125Z AUTO 26007KT 1 1/2SM -SN BR OVC019 M14/M16 A3038 RMK P0001 T11401160 MADISHF
DKK,2018-01-01 01:29,-79.2720,42.4933,10.90,1.00,63.69,320.00,6.00,0.00,30.40,M,10.00,M,BKN,OVC,M,M,3000.00,3600.00,M,M,M,M,M,M,0.12,KDKK 010129Z AUTO 32006KT 10SM BKN030 OVC036 M12/M17 A3040 RMK AO2 T11171172
IAG,2018-01-01 01:30,-78.9462,43.1073,M,M,M,260.00,8.00,M,30.39,M,10.00,M,FEW,BKN,M,M,2600.00,3800.00,M,M,M,M,M,M,M,KIAG 010130Z AUTO 26008KT 10SM FEW026 BKN038 M14/M19 A3039 RMK T11401190 MADISHF
ROC,2018-01-01 01:30,-77.6767,43.1167,M,M,M,260.00,7.00,0.01,30.38,M,1.25,M,OVC,M,M,M,1900.00,M,M,M,-SN BR,M,M,M,M,KROC 010130Z AUTO 26007KT 1 1/2SM -SN BR OVC019 M14/M16 A3038 RMK P0001 T11401160 MADISHF
DSV,2018-01-01 01:30,-77.7130,42.5709,M,M,M,150.00,4.00,M,30.37,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 010130Z AUTO 15004KT 10SM CLR M19/M21 A3037 RMK T11901210 MADISHF
DKK,2018-01-01 01:30,-79.2720,42.4933,M,M,M,320.00,6.00,M,30.40,M,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDKK 010130Z AUTO 32006KT 10SM OVC032 M12/M17 A3040 RMK T11201170 MADISHF
FZY,2018-01-01 01:30,-76.3847,43.3497,M,M,M,140.00,3.00,M,30.36,M,2.50,M,OVC,M,M,M,2100.00,M,M,M,-SN BR,M,M,M,M,KFZY 010130Z AUTO 14003KT 2 1/2SM -SN BR OVC021 M17/M19 A3036 RMK T11701190 MADISHF
BUF,2018-01-01 01:30,-78.7358,42.9408,M,M,M,250.00,5.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010130Z AUTO 25005KT 10SM CLR M16/M19 A3038 RMK T11601190 MADISHF
FZY,2018-01-01 01:34,-76.3847,43.3497,1.00,-4.00,78.95,110.00,3.00,T,30.36,M,1.75,M,OVC,M,M,M,2100.00,M,M,M,-SN,M,M,M,-6.75,KFZY 010134Z AUTO 11003KT 1 3/4SM -SN OVC021 M17/M20 A3036 RMK AO2 P0000 T11721200
ROC,2018-01-01 01:35,-77.6767,43.1167,M,M,M,250.00,7.00,0.01,30.38,M,1.50,M,OVC,M,M,M,1900.00,M,M,M,-SN BR,M,M,M,M,KROC 010135Z AUTO 25007KT 1 1/2SM -SN BR OVC019 M14/M16 A3038 RMK P0001 T11401160 MADISHF
BUF,2018-01-01 01:35,-78.7358,42.9408,M,M,M,260.00,5.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010135Z AUTO 26005KT 10SM CLR M16/M19 A3038 RMK T11601190 MADISHF
DKK,2018-01-01 01:35,-79.2720,42.4933,M,M,M,330.00,10.00,M,30.40,M,10.00,M,FEW,OVC,M,M,2700.00,3300.00,M,M,M,M,M,M,M,KDKK 010135Z AUTO 33010KT 10SM FEW027 OVC033 M12/M17 A3040 RMK T11201170 MADISHF
DSV,2018-01-01 01:35,-77.7130,42.5709,M,M,M,160.00,3.00,M,30.37,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 010135Z AUTO 16003KT 10SM CLR M19/M22 A3037 RMK T11901220 MADISHF
IAG,2018-01-01 01:35,-78.9462,43.1073,M,M,M,260.00,9.00,M,30.39,M,10.00,M,FEW,BKN,M,M,2400.00,3800.00,M,M,M,M,M,M,M,KIAG 010135Z AUTO 26009KT 10SM FEW024 BKN038 M14/M19 A3039 RMK T11401190 MADISHF
ART,2018-01-01 01:35,-76.0262,43.9888,M,M,M,120.00,4.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010135Z AUTO 12004KT 10SM CLR A3039 RMK MADISHF
FZY,2018-01-01 01:35,-76.3847,43.3497,M,M,M,110.00,3.00,M,30.36,M,1.75,M,OVC,M,M,M,2100.00,M,M,M,-SN,M,M,M,M,KFZY 010135Z AUTO 11003KT 2SM -SN OVC021 M17/M20 A3036 RMK T11701200 MADISHF
SDC,2018-01-01 01:35,-77.1195,43.2346,8.60,6.80,92.19,300.00,4.00,0.00,30.37,M,1.50,M,BKN,BKN,OVC,M,800.00,1500.00,2000.00,M,-SN,M,M,M,0.09,KSDC 010135Z AUTO 30004KT 1 1/2SM -SN BKN008 BKN015 OVC020 M13/M14 A3037 RMK AO2
IAG,2018-01-01 01:40,-78.9462,43.1073,M,M,M,260.00,9.00,M,30.39,M,10.00,M,FEW,BKN,M,M,2400.00,3800.00,M,M,M,M,M,M,M,KIAG 010140Z AUTO 26009KT 10SM FEW024 BKN038 M14/M19 A3039 RMK T11401190 MADISHF
DKK,2018-01-01 01:40,-79.2720,42.4933,M,M,M,330.00,8.00,M,30.40,M,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDKK 010140Z AUTO 33008KT 10SM OVC032 M12/M17 A3040 RMK T11201170 MADISHF
ROC,2018-01-01 01:40,-77.6767,43.1167,M,M,M,260.00,6.00,0.01,30.38,M,1.75,M,OVC,M,M,M,1800.00,M,M,M,-SN BR,M,M,M,M,KROC 010140Z AUTO 26006KT 2SM -SN BR OVC018 M14/M16 A3038 RMK P0001 T11401160 MADISHF
DSV,2018-01-01 01:40,-77.7130,42.5709,M,M,M,160.00,3.00,M,30.37,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 010140Z AUTO 16003KT 10SM CLR M19/M22 A3037 RMK T11901220 MADISHF
ART,2018-01-01 01:40,-76.0262,43.9888,M,M,M,120.00,5.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010140Z AUTO 12005KT 10SM CLR A3039 RMK MADISHF
FZY,2018-01-01 01:40,-76.3847,43.3497,M,M,M,0.00,0.00,M,30.36,M,1.75,M,OVC,M,M,M,2200.00,M,M,M,-SN BR,M,M,M,M,KFZY 010140Z AUTO 00000KT 2SM -SN BR OVC022 M17/M19 A3036 RMK T11701190 MADISHF
BUF,2018-01-01 01:40,-78.7358,42.9408,M,M,M,260.00,5.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010140Z AUTO 26005KT 10SM CLR M16/M19 A3038 RMK T11601190 MADISHF
BUF,2018-01-01 01:45,-78.7358,42.9408,M,M,M,260.00,5.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010145Z AUTO 26005KT 10SM CLR M16/M19 A3038 RMK T11601190 MADISHF
DKK,2018-01-01 01:45,-79.2720,42.4933,M,M,M,330.00,11.00,M,30.40,M,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDKK 010145Z AUTO 33011KT 10SM OVC032 M12/M17 A3040 RMK T11201170 MADISHF
ART,2018-01-01 01:45,-76.0262,43.9888,M,M,M,90.00,3.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010145Z AUTO 09003KT 10SM CLR A3039 RMK VRB03KT  MADISHF
IAG,2018-01-01 01:45,-78.9462,43.1073,M,M,M,270.00,9.00,M,30.39,M,10.00,M,FEW,OVC,M,M,2400.00,3800.00,M,M,M,M,M,M,M,KIAG 010145Z AUTO 27009KT 10SM FEW024 OVC038 M14/M19 A3039 RMK T11401190 MADISHF
ROC,2018-01-01 01:45,-77.6767,43.1167,M,M,M,260.00,7.00,0.01,30.38,M,1.50,M,OVC,M,M,M,1600.00,M,M,M,-SN BR,M,M,M,M,KROC 010145Z AUTO 26007KT 1 1/2SM -SN BR OVC016 M14/M16 A3038 RMK P0001 T11401160 MADISHF
DSV,2018-01-01 01:45,-77.7130,42.5709,M,M,M,150.00,3.00,M,30.37,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 010145Z AUTO 15003KT 10SM CLR M19/M22 A3037 RMK T11901220 MADISHF
BUF,2018-01-01 01:50,-78.7358,42.9408,M,M,M,260.00,6.00,M,30.38,M,10.00,M,FEW,M,M,M,3999.00,M,M,M,M,M,M,M,M,KBUF 010150Z AUTO 26006KT 10SM FEW039 M16/M20 A3038 RMK T11601200 MADISHF
IAG,2018-01-01 01:50,-78.9462,43.1073,M,M,M,270.00,10.00,M,30.39,M,10.00,M,FEW,OVC,M,M,2600.00,3800.00,M,M,M,M,M,M,M,KIAG 010150Z AUTO 27010KT 10SM FEW026 OVC038 M14/M19 A3039 RMK T11401190 MADISHF
FZY,2018-01-01 01:50,-76.3847,43.3497,M,M,M,0.00,0.00,M,30.36,M,1.25,M,OVC,M,M,M,1800.00,M,M,M,-SN BR,M,M,M,M,KFZY 010150Z AUTO 00000KT 1 1/2SM -SN BR OVC018 M17/M19 A3036 RMK T11701190 MADISHF
DSV,2018-01-01 01:50,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.37,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 010150Z AUTO 00000KT 10SM CLR M19/M22 A3037 RMK T11901220 MADISHF
DKK,2018-01-01 01:50,-79.2720,42.4933,M,M,M,330.00,12.00,M,30.40,M,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDKK 010150Z AUTO 33012KT 10SM OVC032 M12/M17 A3040 RMK T11201170 MADISHF
ROC,2018-01-01 01:50,-77.6767,43.1167,M,M,M,270.00,7.00,0.01,30.38,M,1.50,M,OVC,M,M,M,1600.00,M,M,M,-SN BR,M,M,M,M,KROC 010150Z AUTO 27007KT 1 1/2SM -SN BR OVC016 M14/M16 A3038 RMK P0001 T11401160 MADISHF
IAG,2018-01-01 01:53,-78.9462,43.1073,6.10,-4.00,62.41,270.00,10.00,0.00,30.39,1031.80,10.00,M,SCT,OVC,M,M,2600.00,3800.00,M,M,M,M,M,M,-9.51,KIAG 010153Z 27010KT 10SM SCT026 OVC038 M14/M20 A3039 RMK AO2 SLP318 T11441200
DKK,2018-01-01 01:53,-79.2720,42.4933,10.90,1.00,63.69,320.00,12.00,0.00,30.40,1031.00,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,-4.85,KDKK 010153Z AUTO 32012KT 10SM OVC032 M12/M17 A3040 RMK AO2 SLP310 T11171172
FZY,2018-01-01 01:54,-76.3847,43.3497,1.00,-2.90,83.21,0.00,0.00,T,30.36,1029.40,1.25,M,OVC,M,M,M,1800.00,M,M,M,-SN BR,M,M,M,1.00,KFZY 010154Z AUTO 00000KT 1 1/4SM -SN BR OVC018 M17/M19 A3036 RMK AO2 SLP294 P0000 T11721194
BUF,2018-01-01 01:54,-78.7358,42.9408,3.00,-4.00,71.95,270.00,5.00,0.00,30.38,1030.70,10.00,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,-8.05,KBUF 010154Z 27005KT 10SM FEW040 M16/M20 A3038 RMK AO2 SLP307 T11611200 $
ROC,2018-01-01 01:54,-77.6767,43.1167,6.10,3.00,86.74,260.00,8.00,0.01,30.38,1030.60,1.50,M,OVC,M,M,M,1600.00,M,M,M,-SN BR,M,M,M,-7.79,KROC 010154Z 26008KT 1 1/2SM -SN BR OVC016 M14/M16 A3038 RMK AO2 SLP306 P0001 T11441161 $
DSV,2018-01-01 01:54,-77.7130,42.5709,-4.00,-9.00,78.48,150.00,3.00,0.00,30.37,1031.20,10.00,M,CLR,M,M,M,M,M,M,M,M,T,M,M,-12.47,KDSV 010154Z AUTO 15003KT 10SM CLR M20/M23 A3037 RMK AO2 SLP312 I1000 T12001228
SDC,2018-01-01 01:55,-77.1195,43.2346,10.40,6.80,85.05,310.00,5.00,0.00,30.37,M,1.75,M,BKN,BKN,OVC,M,600.00,1000.00,2000.00,M,-SN,M,M,M,0.74,KSDC 010155Z AUTO 31005KT 1 3/4SM -SN BKN006 BKN010 OVC020 M12/M14 A3037 RMK AO2
ROC,2018-01-01 01:55,-77.6767,43.1167,M,M,M,270.00,8.00,M,30.38,M,1.50,M,OVC,M,M,M,1600.00,M,M,M,-SN BR,M,M,M,M,KROC 010155Z AUTO 27008KT 1 1/2SM -SN BR OVC016 M14/M16 A3038 RMK T11401160 MADISHF
DKK,2018-01-01 01:55,-79.2720,42.4933,M,M,M,330.00,10.00,M,30.40,M,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDKK 010155Z AUTO 33010KT 10SM OVC032 M12/M17 A3040 RMK T11201170 MADISHF
DSV,2018-01-01 01:55,-77.7130,42.5709,M,M,M,150.00,3.00,M,30.37,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 010155Z AUTO 15003KT 10SM CLR M19/M23 A3037 RMK T11901230 MADISHF
BUF,2018-01-01 01:55,-78.7358,42.9408,M,M,M,260.00,6.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010155Z AUTO 26006KT 10SM CLR M16/M20 A3038 RMK T11601200 MADISHF
IAG,2018-01-01 01:55,-78.9462,43.1073,M,M,M,260.00,8.00,M,30.39,M,10.00,M,SCT,BKN,M,M,2600.00,3800.00,M,M,M,M,M,M,M,KIAG 010155Z AUTO 26008KT 10SM SCT026 BKN038 M14/M20 A3039 RMK T11401200 MADISHF
ART,2018-01-01 01:55,-76.0262,43.9888,M,M,M,80.00,5.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010155Z AUTO 08005KT 10SM CLR A3039 RMK MADISHF
FZY,2018-01-01 01:55,-76.3847,43.3497,M,M,M,0.00,0.00,M,30.36,M,1.25,M,OVC,M,M,M,1800.00,M,M,M,-SN BR,M,M,M,M,KFZY 010155Z AUTO 00000KT 1 1/2SM -SN BR OVC018 M17/M19 A3036 RMK T11701190 MADISHF
ART,2018-01-01 01:56,-76.0262,43.9888,-22.00,-27.00,76.67,90.00,4.00,0.00,30.39,1031.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,-35.64,KART 010156Z AUTO 09004KT 10SM CLR M30/M33 A3039 RMK AO2 SLP310 T13001328 $
